id1 id2 pos1 pos2 contact.close contact.down contact.far contact.up
1 225 35400487 35473514 1 0 0 0
1 226 35400487 35473622 0 0 3 0
1 227 35400487 35474553 0 0 0 2
1 228 35400487 35474902 0 0 1 0
1 231 35400487 35475531 0 0 1 0
1 232 35400487 35475846 0 0 1 0
1 234 35400487 35477658 0 0 0 1
1 237 35400487 35478147 0 0 1 0
1 240 35400487 35480742 1 0 0 1
1 242 35400487 35481118 0 0 1 0
1 244 35400487 35481733 0 0 1 0
1 245 35400487 35481996 0 0 1 0
1 248 35400487 35482652 0 1 0 1
1 249 35400487 35483080 0 1 0 0
1 255 35400487 35484775 0 1 0 0
1 256 35400487 35484823 1 1 0 0
1 259 35400487 35486046 0 0 1 0
1 260 35400487 35487130 0 1 0 3
1 261 35400487 35487617 0 0 1 0
1 263 35400487 35488663 1 0 0 0
1 267 35400487 35490434 0 0 0 1
1 268 35400487 35490553 0 0 0 2
1 269 35400487 35490882 0 0 2 0
1 270 35400487 35491594 0 0 0 1
1 274 35400487 35492784 0 0 1 0
1 275 35400487 35493306 0 0 1 0
1 279 35400487 35493775 0 1 3 0
1 281 35400487 35494858 0 0 0 1
1 282 35400487 35495188 1 0 1 0
1 283 35400487 35495877 0 0 0 1
1 284 35400487 35495903 1 0 0 2
1 285 35400487 35496131 0 0 1 1
1 288 35400487 35496620 0 0 1 0
1 292 35400487 35498447 0 0 0 3
1 294 35400487 35498623 1 0 0 1
1 296 35400487 35498854 0 0 1 0
1 297 35400487 35498907 0 1 0 0
1 299 35400487 35499851 0 0 0 2
2 3 35401074 35401151 0 0 0 2
2 4 35401074 35401284 0 0 0 2
2 5 35401074 35401587 0 0 2 6
2 6 35401074 35401827 0 0 2 4
2 7 35401074 35401996 0 0 1 2
2 8 35401074 35402131 0 1 8 0
2 9 35401074 35403593 0 0 0 5
2 10 35401074 35403612 0 0 1 2
2 11 35401074 35403877 0 0 0 1
2 12 35401074 35404053 0 0 8 1
2 13 35401074 35404473 0 0 1 0
2 14 35401074 35404810 0 0 0 1
2 16 35401074 35405125 0 0 7 1
2 17 35401074 35405916 0 0 3 5
2 18 35401074 35406229 0 1 0 2
2 20 35401074 35406742 0 0 0 3
2 21 35401074 35407160 0 0 3 1
2 22 35401074 35407389 0 0 3 0
2 23 35401074 35407657 1 0 3 1
2 24 35401074 35407884 0 0 1 4
2 25 35401074 35408171 0 0 0 1
2 26 35401074 35408336 0 0 0 1
2 27 35401074 35408540 0 1 3 2
2 28 35401074 35408878 0 0 3 0
2 29 35401074 35409052 0 0 4 4
2 30 35401074 35409307 0 0 4 2
2 31 35401074 35409577 0 0 4 1
2 32 35401074 35410097 0 0 4 1
2 33 35401074 35410826 0 0 0 2
2 34 35401074 35411203 0 0 0 3
2 35 35401074 35411378 0 0 0 1
2 36 35401074 35411912 0 0 2 0
2 39 35401074 35412758 0 0 1 0
2 40 35401074 35414126 0 0 1 1
2 41 35401074 35414982 0 0 1 7
2 43 35401074 35415222 0 0 1 0
2 44 35401074 35415329 0 0 0 1
2 45 35401074 35415462 0 0 1 1
2 46 35401074 35415727 0 0 2 0
2 47 35401074 35415767 0 0 0 2
2 48 35401074 35415906 0 0 5 0
2 49 35401074 35417127 0 0 2 3
2 50 35401074 35417381 0 0 6 0
2 51 35401074 35418194 0 0 1 1
2 53 35401074 35418340 0 0 0 1
2 54 35401074 35418412 0 0 1 0
2 55 35401074 35418615 0 0 0 1
2 56 35401074 35418794 0 0 1 1
2 57 35401074 35418800 0 0 4 0
2 58 35401074 35419313 0 0 0 1
2 60 35401074 35419725 0 0 0 1
2 62 35401074 35420297 0 0 3 0
2 67 35401074 35421025 0 0 1 0
2 68 35401074 35421753 0 0 0 3
2 70 35401074 35422068 0 0 1 0
2 73 35401074 35422228 0 0 1 0
2 74 35401074 35422435 0 0 1 0
2 75 35401074 35422610 0 0 1 0
2 76 35401074 35422829 0 0 0 1
2 77 35401074 35423250 0 0 1 0
2 80 35401074 35423976 0 0 0 1
2 81 35401074 35424141 0 0 1 0
2 84 35401074 35424723 0 0 0 2
2 85 35401074 35424789 0 0 1 0
2 86 35401074 35424868 0 0 1 0
2 87 35401074 35425088 0 1 3 0
2 88 35401074 35425814 0 0 1 1
2 89 35401074 35427021 0 0 1 0
2 92 35401074 35428892 0 0 1 0
2 93 35401074 35429821 0 0 0 4
2 95 35401074 35430106 0 0 2 0
2 96 35401074 35430156 0 0 1 0
2 97 35401074 35430727 0 0 0 1
2 98 35401074 35431163 0 0 0 1
2 99 35401074 35431761 0 0 0 1
2 100 35401074 35431779 0 1 0 0
2 101 35401074 35431863 1 0 0 0
2 105 35401074 35433313 0 1 0 0
2 107 35401074 35434822 1 0 0 3
2 109 35401074 35434997 0 0 1 0
2 112 35401074 35435851 0 0 0 1
2 113 35401074 35435945 0 0 1 0
2 117 35401074 35436939 0 0 0 1
2 118 35401074 35437432 0 0 3 1
2 120 35401074 35438983 0 0 0 5
2 121 35401074 35439115 0 0 2 0
2 124 35401074 35440503 0 0 0 1
2 125 35401074 35440763 0 0 0 1
2 128 35401074 35441104 0 0 0 2
2 129 35401074 35441384 0 0 0 1
2 130 35401074 35441461 0 0 2 1
2 131 35401074 35442053 0 0 0 1
2 134 35401074 35442487 0 0 3 1
2 135 35401074 35443341 0 0 0 1
2 137 35401074 35443769 0 0 1 0
2 138 35401074 35443976 0 0 0 1
2 140 35401074 35445685 0 0 1 0
2 143 35401074 35447039 0 0 0 1
2 144 35401074 35447440 0 0 2 0
2 146 35401074 35448425 0 0 1 6
2 147 35401074 35449042 0 0 1 1
2 148 35401074 35449741 1 0 0 7
2 150 35401074 35449909 0 0 1 1
2 151 35401074 35450146 0 0 2 0
2 152 35401074 35450326 0 0 2 1
2 153 35401074 35450998 0 0 0 1
2 154 35401074 35451174 0 0 0 2
2 155 35401074 35451397 0 0 2 0
2 157 35401074 35452294 0 0 2 0
2 158 35401074 35453727 0 0 0 1
2 160 35401074 35453751 0 0 1 0
2 161 35401074 35454358 0 0 1 0
2 164 35401074 35455569 0 0 0 1
2 165 35401074 35455903 0 0 1 1
2 166 35401074 35456413 0 0 0 2
2 168 35401074 35457019 0 0 1 1
2 172 35401074 35457589 0 0 0 1
2 174 35401074 35458640 1 0 0 3
2 176 35401074 35458822 0 0 0 1
2 177 35401074 35459090 0 0 1 0
2 178 35401074 35459520 0 0 1 0
2 179 35401074 35460055 0 0 0 2
2 181 35401074 35460462 0 0 1 0
2 182 35401074 35460630 0 0 2 0
2 183 35401074 35461736 0 0 0 1
2 184 35401074 35461882 0 0 2 0
2 186 35401074 35463086 0 0 0 1
2 188 35401074 35463406 0 0 0 1
2 190 35401074 35463810 0 0 1 0
2 191 35401074 35463979 0 0 4 0
2 192 35401074 35464609 0 0 0 1
2 194 35401074 35465211 0 0 1 4
2 195 35401074 35465871 0 0 1 2
2 197 35401074 35466030 0 0 1 0
2 202 35401074 35466689 0 0 2 0
2 207 35401074 35467783 0 0 0 1
2 211 35401074 35468391 0 0 0 1
2 213 35401074 35468694 0 0 2 0
2 214 35401074 35468980 0 0 3 2
2 215 35401074 35469320 0 0 2 0
2 216 35401074 35470065 0 0 1 1
2 217 35401074 35470223 0 0 0 1
2 218 35401074 35470382 0 0 0 2
2 219 35401074 35471086 0 0 0 1
2 221 35401074 35471456 0 0 0 1
2 223 35401074 35471636 0 0 1 0
2 225 35401074 35473514 0 0 0 4
2 228 35401074 35474902 0 0 1 1
2 229 35401074 35475257 0 0 1 1
2 232 35401074 35475846 0 0 1 0
2 233 35401074 35476161 0 0 1 0
2 234 35401074 35477658 0 0 0 1
2 239 35401074 35480396 0 0 0 3
2 241 35401074 35480959 0 0 0 1
2 242 35401074 35481118 0 0 2 0
2 244 35401074 35481733 0 0 0 1
2 245 35401074 35481996 0 0 2 0
2 247 35401074 35482477 0 0 2 0
2 248 35401074 35482652 0 0 1 0
2 249 35401074 35483080 0 0 0 2
2 250 35401074 35483645 0 0 0 1
2 251 35401074 35483820 0 0 1 0
2 252 35401074 35484307 0 0 0 1
2 253 35401074 35484446 0 0 1 0
2 256 35401074 35484823 0 0 1 0
2 260 35401074 35487130 0 0 1 1
2 261 35401074 35487617 0 0 1 0
2 263 35401074 35488663 0 0 0 1
2 267 35401074 35490434 1 0 0 0
2 268 35401074 35490553 0 0 0 2
2 269 35401074 35490882 0 0 1 0
2 270 35401074 35491594 0 0 0 2
2 273 35401074 35492597 0 0 0 1
2 274 35401074 35492784 0 0 1 0
2 275 35401074 35493306 0 0 0 1
2 278 35401074 35493747 1 0 0 0
2 279 35401074 35493775 0 0 1 0
2 280 35401074 35494659 0 1 0 0
2 282 35401074 35495188 0 0 0 1
2 283 35401074 35495877 0 0 0 2
2 284 35401074 35495903 0 0 0 1
2 285 35401074 35496131 0 0 2 0
2 286 35401074 35496445 0 0 0 1
2 291 35401074 35498060 0 0 1 0
2 294 35401074 35498623 0 0 0 1
2 298 35401074 35499091 0 0 1 0
3 4 35401151 35401284 1 1 0 0
3 5 35401151 35401587 2 0 0 1
3 6 35401151 35401827 0 0 4 0
3 7 35401151 35401996 1 1 0 1
3 8 35401151 35402131 0 3 1 0
3 9 35401151 35403593 2 0 0 1
3 10 35401151 35403612 1 1 0 0
3 11 35401151 35403877 0 0 1 0
3 13 35401151 35404473 0 0 0 1
3 14 35401151 35404810 0 0 1 0
3 16 35401151 35405125 0 0 1 0
3 18 35401151 35406229 1 0 0 1
3 20 35401151 35406742 2 1 0 0
3 24 35401151 35407884 0 0 1 0
3 26 35401151 35408336 1 0 0 1
3 27 35401151 35408540 0 1 0 1
3 28 35401151 35408878 0 0 1 0
3 29 35401151 35409052 0 0 0 1
3 31 35401151 35409577 0 1 0 0
3 33 35401151 35410826 0 0 0 2
3 40 35401151 35414126 0 0 1 0
3 41 35401151 35414982 1 0 0 2
3 44 35401151 35415329 0 1 0 0
3 51 35401151 35418194 0 0 0 2
3 56 35401151 35418794 1 0 0 0
3 57 35401151 35418800 0 1 0 0
3 67 35401151 35421025 1 1 0 0
3 68 35401151 35421753 1 0 0 0
3 76 35401151 35422829 0 1 0 0
3 78 35401151 35423676 1 0 0 0
3 79 35401151 35423847 0 0 0 2
3 81 35401151 35424141 0 0 2 0
3 86 35401151 35424868 0 1 0 0
3 90 35401151 35427776 0 0 0 1
3 104 35401151 35432504 0 1 0 0
3 111 35401151 35435710 0 0 0 2
3 120 35401151 35438983 1 0 0 0
3 121 35401151 35439115 0 2 0 0
3 126 35401151 35440851 0 0 0 1
3 130 35401151 35441461 0 0 0 1
3 134 35401151 35442487 1 0 0 0
3 135 35401151 35443341 1 0 0 0
3 139 35401151 35445646 0 0 0 2
3 140 35401151 35445685 0 0 1 0
3 148 35401151 35449741 1 0 0 0
3 149 35401151 35449819 0 1 0 0
3 150 35401151 35449909 0 0 0 1
3 151 35401151 35450146 0 0 1 0
3 155 35401151 35451397 0 0 1 1
3 157 35401151 35452294 0 0 1 0
3 161 35401151 35454358 0 1 0 0
3 162 35401151 35455240 0 1 0 0
3 164 35401151 35455569 0 1 0 0
3 170 35401151 35457140 2 0 0 0
3 171 35401151 35457398 0 0 0 1
3 174 35401151 35458640 0 0 0 1
3 177 35401151 35459090 0 1 0 0
3 189 35401151 35463422 0 1 0 0
3 201 35401151 35466557 0 0 1 1
3 205 35401151 35467296 0 0 0 1
3 207 35401151 35467783 1 0 0 0
3 209 35401151 35468138 1 0 0 0
3 214 35401151 35468980 0 0 1 0
3 215 35401151 35469320 0 0 0 2
3 218 35401151 35470382 0 0 0 1
3 224 35401151 35472625 0 0 1 0
3 227 35401151 35474553 1 0 0 1
3 229 35401151 35475257 0 0 1 0
3 234 35401151 35477658 1 0 0 1
3 238 35401151 35479264 0 0 0 1
3 247 35401151 35482477 0 1 0 0
3 250 35401151 35483645 0 0 0 1
3 251 35401151 35483820 0 0 0 1
3 256 35401151 35484823 0 0 0 2
3 262 35401151 35488341 0 0 0 1
3 263 35401151 35488663 0 0 1 0
3 280 35401151 35494659 0 0 0 1
3 283 35401151 35495877 0 0 1 0
3 297 35401151 35498907 0 1 0 0
4 6 35401284 35401827 1 3 0 0
4 7 35401284 35401996 0 0 6 2
4 8 35401284 35402131 0 7 3 0
4 9 35401284 35403593 2 0 0 0
4 10 35401284 35403612 1 1 0 0
4 11 35401284 35403877 1 0 1 0
4 12 35401284 35404053 0 2 0 0
4 13 35401284 35404473 1 0 0 1
4 14 35401284 35404810 1 0 0 0
4 16 35401284 35405125 1 2 2 0
4 17 35401284 35405916 3 0 0 2
4 18 35401284 35406229 1 0 0 1
4 19 35401284 35406401 1 1 0 0
4 20 35401284 35406742 1 0 0 1
4 21 35401284 35407160 1 0 3 0
4 22 35401284 35407389 0 1 1 0
4 23 35401284 35407657 1 1 0 0
4 24 35401284 35407884 0 1 0 0
4 26 35401284 35408336 1 0 0 0
4 27 35401284 35408540 0 1 0 0
4 29 35401284 35409052 0 0 1 0
4 30 35401284 35409307 0 0 1 1
4 32 35401284 35410097 1 1 0 0
4 33 35401284 35410826 0 0 1 0
4 35 35401284 35411378 0 0 1 0
4 37 35401284 35412152 2 0 0 0
4 38 35401284 35412325 0 0 1 1
4 39 35401284 35412758 1 0 0 2
4 40 35401284 35414126 0 1 0 0
4 41 35401284 35414982 1 0 0 0
4 45 35401284 35415462 0 1 0 0
4 47 35401284 35415767 0 1 0 0
4 49 35401284 35417127 2 0 0 0
4 50 35401284 35417381 0 1 3 0
4 51 35401284 35418194 2 0 0 2
4 54 35401284 35418412 0 1 0 0
4 55 35401284 35418615 0 0 1 0
4 56 35401284 35418794 0 0 0 1
4 57 35401284 35418800 0 1 0 0
4 58 35401284 35419313 2 0 0 0
4 59 35401284 35419559 0 1 0 0
4 61 35401284 35420128 0 0 0 2
4 63 35401284 35420878 0 1 0 0
4 67 35401284 35421025 1 0 0 0
4 68 35401284 35421753 1 0 0 0
4 69 35401284 35421905 0 0 0 1
4 70 35401284 35422068 1 0 1 0
4 72 35401284 35422196 0 0 0 2
4 74 35401284 35422435 0 4 0 0
4 78 35401284 35423676 0 1 0 0
4 81 35401284 35424141 0 1 0 0
4 82 35401284 35424548 0 0 0 1
4 83 35401284 35424569 1 0 0 0
4 84 35401284 35424723 1 0 0 0
4 86 35401284 35424868 0 2 0 0
4 93 35401284 35429821 0 0 0 1
4 95 35401284 35430106 0 0 0 1
4 97 35401284 35430727 0 0 3 0
4 99 35401284 35431761 1 0 0 0
4 103 35401284 35432037 0 0 1 1
4 104 35401284 35432504 0 0 0 1
4 108 35401284 35434846 0 0 0 1
4 111 35401284 35435710 1 0 0 0
4 112 35401284 35435851 0 1 0 0
4 113 35401284 35435945 0 0 0 1
4 116 35401284 35436488 1 0 1 0
4 120 35401284 35438983 4 0 0 0
4 122 35401284 35439285 0 1 0 0
4 128 35401284 35441104 1 0 0 0
4 130 35401284 35441461 0 1 0 0
4 133 35401284 35442312 2 0 0 0
4 134 35401284 35442487 0 2 0 0
4 139 35401284 35445646 0 0 0 2
4 140 35401284 35445685 0 0 1 0
4 142 35401284 35446739 1 0 0 0
4 145 35401284 35447699 0 0 0 1
4 147 35401284 35449042 1 0 0 0
4 148 35401284 35449741 4 0 0 0
4 150 35401284 35449909 0 1 0 0
4 151 35401284 35450146 0 1 0 0
4 153 35401284 35450998 1 0 0 0
4 154 35401284 35451174 0 0 0 1
4 155 35401284 35451397 2 5 0 0
4 157 35401284 35452294 0 1 0 0
4 160 35401284 35453751 1 0 1 0
4 161 35401284 35454358 0 1 0 1
4 163 35401284 35455417 1 0 0 0
4 164 35401284 35455569 1 0 0 0
4 166 35401284 35456413 0 0 1 0
4 175 35401284 35458708 1 0 0 0
4 177 35401284 35459090 0 1 0 0
4 178 35401284 35459520 2 0 0 1
4 179 35401284 35460055 1 0 0 0
4 185 35401284 35462402 0 0 1 0
4 186 35401284 35463086 0 1 0 0
4 195 35401284 35465871 3 0 0 0
4 197 35401284 35466030 0 2 0 0
4 201 35401284 35466557 0 0 0 1
4 203 35401284 35466957 0 0 1 0
4 204 35401284 35467121 0 1 0 3
4 208 35401284 35467846 0 1 0 0
4 209 35401284 35468138 0 0 0 1
4 210 35401284 35468192 0 0 0 1
4 212 35401284 35468543 0 1 2 0
4 213 35401284 35468694 0 0 1 0
4 214 35401284 35468980 1 0 0 0
4 215 35401284 35469320 0 1 0 0
4 216 35401284 35470065 1 0 0 0
4 225 35401284 35473514 1 0 0 0
4 226 35401284 35473622 0 1 0 0
4 227 35401284 35474553 1 0 0 0
4 229 35401284 35475257 1 0 0 0
4 232 35401284 35475846 0 2 0 0
4 238 35401284 35479264 1 0 0 0
4 242 35401284 35481118 1 1 0 0
4 243 35401284 35481557 2 0 0 0
4 245 35401284 35481996 0 0 0 1
4 247 35401284 35482477 0 0 0 1
4 249 35401284 35483080 1 0 0 0
4 261 35401284 35487617 0 2 1 0
4 266 35401284 35489410 0 1 0 0
4 270 35401284 35491594 1 0 0 0
4 271 35401284 35491853 0 1 0 0
4 274 35401284 35492784 0 0 1 0
4 279 35401284 35493775 0 0 1 0
4 285 35401284 35496131 0 0 2 0
4 289 35401284 35496756 0 1 0 0
4 297 35401284 35498907 0 0 2 0
5 8 35401587 35402131 0 5 8 0
5 9 35401587 35403593 2 0 0 5
5 10 35401587 35403612 0 0 0 1
5 11 35401587 35403877 1 0 2 0
5 12 35401587 35404053 0 1 1 1
5 13 35401587 35404473 0 0 0 1
5 14 35401587 35404810 0 0 1 2
5 15 35401587 35404908 0 0 0 1
5 16 35401587 35405125 0 1 2 1
5 17 35401587 35405916 0 0 0 2
5 19 35401587 35406401 0 0 1 0
5 22 35401587 35407389 0 2 2 0
5 23 35401587 35407657 0 0 1 0
5 24 35401587 35407884 0 1 0 0
5 25 35401587 35408171 0 1 0 0
5 27 35401587 35408540 1 1 1 1
5 28 35401587 35408878 0 2 0 0
5 30 35401587 35409307 1 3 1 0
5 33 35401587 35410826 0 1 0 2
5 35 35401587 35411378 0 2 1 1
5 36 35401587 35411912 1 0 0 0
5 38 35401587 35412325 0 0 2 0
5 39 35401587 35412758 1 0 0 0
5 41 35401587 35414982 2 0 0 0
5 43 35401587 35415222 0 0 0 1
5 49 35401587 35417127 2 0 0 0
5 50 35401587 35417381 1 4 0 1
5 51 35401587 35418194 2 0 0 1
5 54 35401587 35418412 0 0 0 1
5 55 35401587 35418615 2 0 0 0
5 57 35401587 35418800 0 0 1 0
5 58 35401587 35419313 1 0 0 0
5 62 35401587 35420297 1 0 0 0
5 63 35401587 35420878 1 1 0 0
5 67 35401587 35421025 0 0 1 0
5 68 35401587 35421753 0 0 0 1
5 70 35401587 35422068 0 1 0 0
5 74 35401587 35422435 0 0 0 1
5 75 35401587 35422610 0 0 0 1
5 76 35401587 35422829 1 0 0 0
5 79 35401587 35423847 0 0 1 0
5 80 35401587 35423976 0 0 1 0
5 82 35401587 35424548 0 0 1 0
5 83 35401587 35424569 1 0 0 0
5 88 35401587 35425814 0 0 1 0
5 90 35401587 35427776 0 0 0 1
5 91 35401587 35427950 0 0 2 0
5 93 35401587 35429821 1 0 0 0
5 96 35401587 35430156 1 0 1 0
5 103 35401587 35432037 0 1 1 0
5 106 35401587 35433780 1 0 0 0
5 111 35401587 35435710 2 0 0 0
5 115 35401587 35436099 1 0 0 0
5 117 35401587 35436939 0 0 1 0
5 118 35401587 35437432 0 0 0 2
5 119 35401587 35437799 0 0 2 0
5 124 35401587 35440503 0 0 0 1
5 129 35401587 35441384 1 0 1 0
5 130 35401587 35441461 0 0 1 0
5 131 35401587 35442053 0 0 0 2
5 133 35401587 35442312 1 0 0 0
5 135 35401587 35443341 0 0 0 1
5 136 35401587 35443381 0 1 0 0
5 139 35401587 35445646 1 0 0 0
5 142 35401587 35446739 0 0 2 0
5 146 35401587 35448425 1 0 0 0
5 147 35401587 35449042 0 0 0 1
5 148 35401587 35449741 0 0 0 1
5 149 35401587 35449819 0 0 0 1
5 151 35401587 35450146 0 0 1 0
5 152 35401587 35450326 0 0 2 0
5 153 35401587 35450998 0 0 0 2
5 155 35401587 35451397 0 0 3 1
5 157 35401587 35452294 0 0 1 0
5 163 35401587 35455417 0 1 1 0
5 164 35401587 35455569 0 0 1 0
5 168 35401587 35457019 0 0 1 0
5 171 35401587 35457398 1 0 0 0
5 173 35401587 35457666 0 0 1 0
5 176 35401587 35458822 0 0 0 1
5 178 35401587 35459520 0 0 1 0
5 179 35401587 35460055 0 0 0 1
5 184 35401587 35461882 0 0 2 0
5 186 35401587 35463086 1 0 0 1
5 191 35401587 35463979 0 0 1 0
5 194 35401587 35465211 0 1 0 0
5 200 35401587 35466356 1 0 0 0
5 201 35401587 35466557 0 1 0 0
5 202 35401587 35466689 0 1 1 0
5 204 35401587 35467121 4 0 0 2
5 207 35401587 35467783 0 0 1 0
5 209 35401587 35468138 0 0 0 1
5 211 35401587 35468391 0 0 1 1
5 213 35401587 35468694 0 0 1 0
5 214 35401587 35468980 0 2 0 0
5 215 35401587 35469320 0 2 0 0
5 216 35401587 35470065 1 0 0 0
5 217 35401587 35470223 0 0 0 1
5 218 35401587 35470382 0 0 1 0
5 221 35401587 35471456 0 1 0 0
5 225 35401587 35473514 1 0 0 0
5 228 35401587 35474902 0 0 2 0
5 229 35401587 35475257 0 1 0 0
5 233 35401587 35476161 0 0 2 0
5 237 35401587 35478147 0 1 0 0
5 241 35401587 35480959 0 1 0 0
5 242 35401587 35481118 0 0 1 0
5 250 35401587 35483645 0 0 0 1
5 256 35401587 35484823 0 0 1 0
5 257 35401587 35485386 0 0 1 0
5 262 35401587 35488341 0 0 0 1
5 267 35401587 35490434 1 0 0 0
5 269 35401587 35490882 0 1 4 0
5 270 35401587 35491594 1 0 0 0
5 271 35401587 35491853 0 0 1 0
5 272 35401587 35491934 0 0 0 1
5 275 35401587 35493306 0 0 0 1
5 276 35401587 35493573 0 1 0 0
5 279 35401587 35493775 0 1 0 0
5 280 35401587 35494659 2 0 0 0
5 281 35401587 35494858 0 1 0 0
5 282 35401587 35495188 0 0 0 1
5 283 35401587 35495877 0 1 0 0
5 285 35401587 35496131 0 0 0 1
5 292 35401587 35498447 1 0 0 0
5 298 35401587 35499091 0 1 0 0
6 7 35401827 35401996 0 2 0 0
