id2 id1 category N dangling.L.1 dangling.R.1 rejoined.1 dangling.L.2 dangling.R.2 rejoined.2 proximity1 pos1 proximity2 pos2 is.close distance
213 207 contact.far 12 425 2326 114 1678 741 109 1000 747137 1000 775730 FALSE 28593
213 207 contact.up 7 425 2326 114 1678 741 109 1000 747137 1000 775730 FALSE 28593
214 207 contact.close 14 425 2326 114 846 1029 127 1000 747137 1000 777422 FALSE 30285
214 207 contact.down 16 425 2326 114 846 1029 127 1000 747137 1000 777422 FALSE 30285
214 207 contact.far 12 425 2326 114 846 1029 127 1000 747137 1000 777422 FALSE 30285
214 207 contact.up 9 425 2326 114 846 1029 127 1000 747137 1000 777422 FALSE 30285
215 207 contact.close 17 425 2326 114 3479 1277 429 1000 747137 1000 779088 FALSE 31951
215 207 contact.down 9 425 2326 114 3479 1277 429 1000 747137 1000 779088 FALSE 31951
215 207 contact.far 15 425 2326 114 3479 1277 429 1000 747137 1000 779088 FALSE 31951
215 207 contact.up 21 425 2326 114 3479 1277 429 1000 747137 1000 779088 FALSE 31951
216 207 contact.close 11 425 2326 114 1178 1563 80 1000 747137 1000 780557 FALSE 33420
216 207 contact.down 4 425 2326 114 1178 1563 80 1000 747137 1000 780557 FALSE 33420
216 207 contact.far 9 425 2326 114 1178 1563 80 1000 747137 1000 780557 FALSE 33420
216 207 contact.up 4 425 2326 114 1178 1563 80 1000 747137 1000 780557 FALSE 33420
209 208 contact.down 69 2094 1229 187 816 624 111 1000 749621 1000 753938 FALSE 4317
209 208 contact.far 47 2094 1229 187 816 624 111 1000 749621 1000 753938 FALSE 4317
209 208 contact.up 35 2094 1229 187 816 624 111 1000 749621 1000 753938 FALSE 4317
210 208 contact.close 37 2094 1229 187 1204 701 172 1000 749621 1000 756070 FALSE 6449
210 208 contact.down 59 2094 1229 187 1204 701 172 1000 749621 1000 756070 FALSE 6449
210 208 contact.far 64 2094 1229 187 1204 701 172 1000 749621 1000 756070 FALSE 6449
210 208 contact.up 43 2094 1229 187 1204 701 172 1000 749621 1000 756070 FALSE 6449
211 208 contact.close 21 2094 1229 187 1214 690 68 1000 749621 1000 764373 FALSE 14752
211 208 contact.down 19 2094 1229 187 1214 690 68 1000 749621 1000 764373 FALSE 14752
211 208 contact.far 20 2094 1229 187 1214 690 68 1000 749621 1000 764373 FALSE 14752
211 208 contact.up 25 2094 1229 187 1214 690 68 1000 749621 1000 764373 FALSE 14752
212 208 contact.close 10 2094 1229 187 484 1404 86 1000 749621 1000 767108 FALSE 17487
212 208 contact.down 12 2094 1229 187 484 1404 86 1000 749621 1000 767108 FALSE 17487
212 208 contact.far 16 2094 1229 187 484 1404 86 1000 749621 1000 767108 FALSE 17487
212 208 contact.up 26 2094 1229 187 484 1404 86 1000 749621 1000 767108 FALSE 17487
213 208 contact.close 22 2094 1229 187 1678 741 109 1000 749621 1000 775730 FALSE 26109
213 208 contact.down 16 2094 1229 187 1678 741 109 1000 749621 1000 775730 FALSE 26109
213 208 contact.far 17 2094 1229 187 1678 741 109 1000 749621 1000 775730 FALSE 26109
213 208 contact.up 12 2094 1229 187 1678 741 109 1000 749621 1000 775730 FALSE 26109
214 208 contact.close 16 2094 1229 187 846 1029 127 1000 749621 1000 777422 FALSE 27801
214 208 contact.down 21 2094 1229 187 846 1029 127 1000 749621 1000 777422 FALSE 27801
214 208 contact.far 15 2094 1229 187 846 1029 127 1000 749621 1000 777422 FALSE 27801
214 208 contact.up 15 2094 1229 187 846 1029 127 1000 749621 1000 777422 FALSE 27801
215 208 contact.close 37 2094 1229 187 3479 1277 429 1000 749621 1000 779088 FALSE 29467
215 208 contact.down 24 2094 1229 187 3479 1277 429 1000 749621 1000 779088 FALSE 29467
215 208 contact.far 18 2094 1229 187 3479 1277 429 1000 749621 1000 779088 FALSE 29467
215 208 contact.up 28 2094 1229 187 3479 1277 429 1000 749621 1000 779088 FALSE 29467
216 208 contact.close 5 2094 1229 187 1178 1563 80 1000 749621 1000 780557 FALSE 30936
216 208 contact.down 15 2094 1229 187 1178 1563 80 1000 749621 1000 780557 FALSE 30936
216 208 contact.far 4 2094 1229 187 1178 1563 80 1000 749621 1000 780557 FALSE 30936
216 208 contact.up 7 2094 1229 187 1178 1563 80 1000 749621 1000 780557 FALSE 30936
210 209 contact.down 56 816 624 111 1204 701 172 1000 753938 1000 756070 FALSE 2132
210 209 contact.far 43 816 624 111 1204 701 172 1000 753938 1000 756070 FALSE 2132
210 209 contact.up 39 816 624 111 1204 701 172 1000 753938 1000 756070 FALSE 2132
211 209 contact.close 25 816 624 111 1214 690 68 1000 753938 1000 764373 FALSE 10435
211 209 contact.down 15 816 624 111 1214 690 68 1000 753938 1000 764373 FALSE 10435
211 209 contact.far 9 816 624 111 1214 690 68 1000 753938 1000 764373 FALSE 10435
211 209 contact.up 18 816 624 111 1214 690 68 1000 753938 1000 764373 FALSE 10435
212 209 contact.close 21 816 624 111 484 1404 86 1000 753938 1000 767108 FALSE 13170
212 209 contact.down 18 816 624 111 484 1404 86 1000 753938 1000 767108 FALSE 13170
212 209 contact.far 9 816 624 111 484 1404 86 1000 753938 1000 767108 FALSE 13170
212 209 contact.up 14 816 624 111 484 1404 86 1000 753938 1000 767108 FALSE 13170
213 209 contact.close 5 816 624 111 1678 741 109 1000 753938 1000 775730 FALSE 21792
213 209 contact.down 27 816 624 111 1678 741 109 1000 753938 1000 775730 FALSE 21792
213 209 contact.far 18 816 624 111 1678 741 109 1000 753938 1000 775730 FALSE 21792
213 209 contact.up 11 816 624 111 1678 741 109 1000 753938 1000 775730 FALSE 21792
214 209 contact.close 17 816 624 111 846 1029 127 1000 753938 1000 777422 FALSE 23484
214 209 contact.down 19 816 624 111 846 1029 127 1000 753938 1000 777422 FALSE 23484
214 209 contact.far 15 816 624 111 846 1029 127 1000 753938 1000 777422 FALSE 23484
214 209 contact.up 11 816 624 111 846 1029 127 1000 753938 1000 777422 FALSE 23484
215 209 contact.close 20 816 624 111 3479 1277 429 1000 753938 1000 779088 FALSE 25150
215 209 contact.down 12 816 624 111 3479 1277 429 1000 753938 1000 779088 FALSE 25150
215 209 contact.far 16 816 624 111 3479 1277 429 1000 753938 1000 779088 FALSE 25150
215 209 contact.up 15 816 624 111 3479 1277 429 1000 753938 1000 779088 FALSE 25150
216 209 contact.close 12 816 624 111 1178 1563 80 1000 753938 1000 780557 FALSE 26619
216 209 contact.down 7 816 624 111 1178 1563 80 1000 753938 1000 780557 FALSE 26619
216 209 contact.far 5 816 624 111 1178 1563 80 1000 753938 1000 780557 FALSE 26619
216 209 contact.up 7 816 624 111 1178 1563 80 1000 753938 1000 780557 FALSE 26619
211 210 contact.down 26 1204 701 172 1214 690 68 1000 756070 1000 764373 FALSE 8303
211 210 contact.far 14 1204 701 172 1214 690 68 1000 756070 1000 764373 FALSE 8303
211 210 contact.up 18 1204 701 172 1214 690 68 1000 756070 1000 764373 FALSE 8303
212 210 contact.close 20 1204 701 172 484 1404 86 1000 756070 1000 767108 FALSE 11038
212 210 contact.down 21 1204 701 172 484 1404 86 1000 756070 1000 767108 FALSE 11038
212 210 contact.far 14 1204 701 172 484 1404 86 1000 756070 1000 767108 FALSE 11038
212 210 contact.up 11 1204 701 172 484 1404 86 1000 756070 1000 767108 FALSE 11038
213 210 contact.close 19 1204 701 172 1678 741 109 1000 756070 1000 775730 FALSE 19660
213 210 contact.down 22 1204 701 172 1678 741 109 1000 756070 1000 775730 FALSE 19660
213 210 contact.far 22 1204 701 172 1678 741 109 1000 756070 1000 775730 FALSE 19660
213 210 contact.up 13 1204 701 172 1678 741 109 1000 756070 1000 775730 FALSE 19660
214 210 contact.close 20 1204 701 172 846 1029 127 1000 756070 1000 777422 FALSE 21352
214 210 contact.down 16 1204 701 172 846 1029 127 1000 756070 1000 777422 FALSE 21352
214 210 contact.far 17 1204 701 172 846 1029 127 1000 756070 1000 777422 FALSE 21352
214 210 contact.up 12 1204 701 172 846 1029 127 1000 756070 1000 777422 FALSE 21352
215 210 contact.close 41 1204 701 172 3479 1277 429 1000 756070 1000 779088 FALSE 23018
215 210 contact.down 19 1204 701 172 3479 1277 429 1000 756070 1000 779088 FALSE 23018
215 210 contact.far 8 1204 701 172 3479 1277 429 1000 756070 1000 779088 FALSE 23018
215 210 contact.up 24 1204 701 172 3479 1277 429 1000 756070 1000 779088 FALSE 23018
216 210 contact.close 7 1204 701 172 1178 1563 80 1000 756070 1000 780557 FALSE 24487
216 210 contact.down 11 1204 701 172 1178 1563 80 1000 756070 1000 780557 FALSE 24487
216 210 contact.far 7 1204 701 172 1178 1563 80 1000 756070 1000 780557 FALSE 24487
216 210 contact.up 8 1204 701 172 1178 1563 80 1000 756070 1000 780557 FALSE 24487
212 211 contact.down 24 1214 690 68 484 1404 86 1000 764373 1000 767108 FALSE 2735
212 211 contact.far 22 1214 690 68 484 1404 86 1000 764373 1000 767108 FALSE 2735
212 211 contact.up 25 1214 690 68 484 1404 86 1000 764373 1000 767108 FALSE 2735
213 211 contact.close 14 1214 690 68 1678 741 109 1000 764373 1000 775730 FALSE 11357
213 211 contact.down 23 1214 690 68 1678 741 109 1000 764373 1000 775730 FALSE 11357
213 211 contact.far 20 1214 690 68 1678 741 109 1000 764373 1000 775730 FALSE 11357
213 211 contact.up 13 1214 690 68 1678 741 109 1000 764373 1000 775730 FALSE 11357
214 211 contact.close 13 1214 690 68 846 1029 127 1000 764373 1000 777422 FALSE 13049
214 211 contact.down 13 1214 690 68 846 1029 127 1000 764373 1000 777422 FALSE 13049
214 211 contact.far 17 1214 690 68 846 1029 127 1000 764373 1000 777422 FALSE 13049
214 211 contact.up 21 1214 690 68 846 1029 127 1000 764373 1000 777422 FALSE 13049
215 211 contact.close 24 1214 690 68 3479 1277 429 1000 764373 1000 779088 FALSE 14715
215 211 contact.down 13 1214 690 68 3479 1277 429 1000 764373 1000 779088 FALSE 14715
215 211 contact.far 29 1214 690 68 3479 1277 429 1000 764373 1000 779088 FALSE 14715
215 211 contact.up 31 1214 690 68 3479 1277 429 1000 764373 1000 779088 FALSE 14715
216 211 contact.close 6 1214 690 68 1178 1563 80 1000 764373 1000 780557 FALSE 16184
216 211 contact.down 7 1214 690 68 1178 1563 80 1000 764373 1000 780557 FALSE 16184
216 211 contact.far 3 1214 690 68 1178 1563 80 1000 764373 1000 780557 FALSE 16184
216 211 contact.up 13 1214 690 68 1178 1563 80 1000 764373 1000 780557 FALSE 16184
213 212 contact.down 23 484 1404 86 1678 741 109 1000 767108 1000 775730 FALSE 8622
213 212 contact.far 28 484 1404 86 1678 741 109 1000 767108 1000 775730 FALSE 8622
213 212 contact.up 22 484 1404 86 1678 741 109 1000 767108 1000 775730 FALSE 8622
214 212 contact.close 12 484 1404 86 846 1029 127 1000 767108 1000 777422 FALSE 10314
214 212 contact.down 20 484 1404 86 846 1029 127 1000 767108 1000 777422 FALSE 10314
214 212 contact.far 16 484 1404 86 846 1029 127 1000 767108 1000 777422 FALSE 10314
214 212 contact.up 18 484 1404 86 846 1029 127 1000 767108 1000 777422 FALSE 10314
215 212 contact.close 30 484 1404 86 3479 1277 429 1000 767108 1000 779088 FALSE 11980
215 212 contact.down 14 484 1404 86 3479 1277 429 1000 767108 1000 779088 FALSE 11980
215 212 contact.far 23 484 1404 86 3479 1277 429 1000 767108 1000 779088 FALSE 11980
215 212 contact.up 25 484 1404 86 3479 1277 429 1000 767108 1000 779088 FALSE 11980
216 212 contact.close 6 484 1404 86 1178 1563 80 1000 767108 1000 780557 FALSE 13449
216 212 contact.down 13 484 1404 86 1178 1563 80 1000 767108 1000 780557 FALSE 13449
216 212 contact.far 8 484 1404 86 1178 1563 80 1000 767108 1000 780557 FALSE 13449
216 212 contact.up 10 484 1404 86 1178 1563 80 1000 767108 1000 780557 FALSE 13449
214 213 contact.down 67 1678 741 109 846 1029 127 1000 775730 1000 777422 FALSE 1692
214 213 contact.far 24 1678 741 109 846 1029 127 1000 775730 1000 777422 FALSE 1692
214 213 contact.up 31 1678 741 109 846 1029 127 1000 775730 1000 777422 FALSE 1692
215 213 contact.close 98 1678 741 109 3479 1277 429 1000 775730 1000 779088 FALSE 3358
215 213 contact.down 47 1678 741 109 3479 1277 429 1000 775730 1000 779088 FALSE 3358
215 213 contact.far 30 1678 741 109 3479 1277 429 1000 775730 1000 779088 FALSE 3358
215 213 contact.up 33 1678 741 109 3479 1277 429 1000 775730 1000 779088 FALSE 3358
216 213 contact.close 13 1678 741 109 1178 1563 80 1000 775730 1000 780557 FALSE 4827
216 213 contact.down 21 1678 741 109 1178 1563 80 1000 775730 1000 780557 FALSE 4827
216 213 contact.far 13 1678 741 109 1178 1563 80 1000 775730 1000 780557 FALSE 4827
216 213 contact.up 12 1678 741 109 1178 1563 80 1000 775730 1000 780557 FALSE 4827
215 214 contact.down 72 846 1029 127 3479 1277 429 1000 777422 1000 779088 FALSE 1666
215 214 contact.far 36 846 1029 127 3479 1277 429 1000 777422 1000 779088 FALSE 1666
215 214 contact.up 69 846 1029 127 3479 1277 429 1000 777422 1000 779088 FALSE 1666
216 214 contact.close 44 846 1029 127 1178 1563 80 1000 777422 1000 780557 FALSE 3135
216 214 contact.down 24 846 1029 127 1178 1563 80 1000 777422 1000 780557 FALSE 3135
216 214 contact.far 10 846 1029 127 1178 1563 80 1000 777422 1000 780557 FALSE 3135
216 214 contact.up 19 846 1029 127 1178 1563 80 1000 777422 1000 780557 FALSE 3135
216 215 contact.down 69 3479 1277 429 1178 1563 80 1000 779088 1000 780557 FALSE 1469
216 215 contact.far 45 3479 1277 429 1178 1563 80 1000 779088 1000 780557 FALSE 1469
216 215 contact.up 65 3479 1277 429 1178 1563 80 1000 779088 1000 780557 FALSE 1469
